M,Issuance province,port,Brand,Model,Year of manufacture,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,General total,Country,Shape,Fuel_Type
3227.0,Giza,Hawamdiya Traffic Unit,Toyota,Urban Cruiser,,,,,1.0,1.0,Japan,SUV,Petrol
3228.0,Giza,Hawamdiya Traffic Unit,Toyota,Coaster,,,,,1.0,1.0,Japan,Bus,Diesel
3229.0,Giza,Hawamdiya Traffic Unit,Toyota,Rush,,1.0,,,,1.0,Japan,SUV,Petrol
3230.0,Giza,Hawamdiya Traffic Unit,TVS,STAR HLX 150,,,,1.0,10.0,11.0,India,Motorcycle,Petrol
3231.0,Giza,Hawamdiya Traffic Unit,TVS,Apache RTR 160,,,,1.0,3.0,4.0,India,Motorcycle,Petrol
3232.0,Giza,Hawamdiya Traffic Unit,TVS,HLX 15DS,,,,,2.0,2.0,India,Motorcycle,Petrol
3233.0,Giza,Hawamdiya Traffic Unit,TVS,apache RTR,,,,1.0,,1.0,India,Motorcycle,Petrol
3234.0,Giza,Hawamdiya Traffic Unit,Keeway,,,,,13.0,4.0,17.0,China,,Petrol
3235.0,Giza,Hawamdiya Traffic Unit,CMG,CMG,1.0,,,10.0,5.0,16.0,China,Motorcycle,Electric
3236.0,Giza,Hawamdiya Traffic Unit,Halawa,sweetness,,,,15.0,,15.0,Egypt,Motorcycle,Electric
3237.0,Giza,Hawamdiya Traffic Unit,Haojiang,,,,1.0,8.0,5.0,14.0,China,,Electric
3238.0,Giza,Hawamdiya Traffic Unit,Suzuki,Super curry,,,,9.0,,9.0,Japan,Pickup,Petrol
3239.0,Giza,Hawamdiya Traffic Unit,Suzuki,Van,,,,,3.0,3.0,Japan,Van,Electric
3240.0,Giza,Hawamdiya Traffic Unit,Suzuki,Suzuki microbus,,,,1.0,,1.0,Japan,Van,Electric
3241.0,Giza,Hawamdiya Traffic Unit,Suzuki,Swift.,1.0,,,,,1.0,Japan,Hatchback,Electric
3242.0,Giza,Hawamdiya Traffic Unit,Hyundai,Elantra AD,,,,,7.0,7.0,South Korea,Sedan,Petrol
3243.0,Giza,Hawamdiya Traffic Unit,Hyundai,Accent RB,,,,,2.0,2.0,South Korea,Sedan,Electric
3244.0,Giza,Hawamdiya Traffic Unit,Hyundai,Elantra MD,,,,,1.0,1.0,South Korea,Sedan,Petrol
3245.0,Giza,Hawamdiya Traffic Unit,Hyundai,Tucson NX4,,,,,1.0,1.0,South Korea,SUV,Petrol
3246.0,Giza,Hawamdiya Traffic Unit,Hyundai,Accent,,,,1.0,,1.0,South Korea,Sedan,Petrol
3247.0,Giza,Hawamdiya Traffic Unit,Hyundai,Elantra,,,,,1.0,1.0,South Korea,Sedan,Petrol
3248.0,Giza,Hawamdiya Traffic Unit,Higer,,,,,8.0,3.0,11.0,China,,Electric
3249.0,Giza,Hawamdiya Traffic Unit,Benelli,BENELLI,,,,10.0,1.0,11.0,China,Motorcycle,Electric
3250.0,Giza,Hawamdiya Traffic Unit,Keeway,200,,,,4.0,1.0,5.0,China,Motorcycle,Petrol
3251.0,Giza,Hawamdiya Traffic Unit,Keeway,150,,,,5.0,,5.0,China,Motorcycle,Petrol
3252.0,Giza,Hawamdiya Traffic Unit,Haojiang,HJ150-11A,2.0,,,2.0,2.0,6.0,China,Motorcycle,Petrol
3253.0,Giza,Hawamdiya Traffic Unit,Haojiang,HJ150-11F,,,,1.0,3.0,4.0,China,Motorcycle,Petrol
3254.0,Giza,Hawamdiya Traffic Unit,MG,ZS,,,1.0,,3.0,4.0,China,SUV,Petrol
3255.0,Giza,Hawamdiya Traffic Unit,MG,5,,,,,2.0,2.0,China,Sedan,Electric
3256.0,Giza,Hawamdiya Traffic Unit,MG,MG4,,,,1.0,,1.0,China,Hatchback,Electric
3257.0,Giza,Hawamdiya Traffic Unit,MG,HS,,,,,1.0,1.0,China,SUV,Petrol
3258.0,Giza,Hawamdiya Traffic Unit,Ankai,200,4.0,,,,,4.0,China,Bus,Petrol
3259.0,Giza,Hawamdiya Traffic Unit,Ankai,150,4.0,,,,,4.0,China,Bus,Petrol
3260.0,Giza,Hawamdiya Traffic Unit,Mitsubishi,XPANDER,,,,,4.0,4.0,Japan,Minivan,Petrol
3261.0,Giza,Hawamdiya Traffic Unit,Mitsubishi,Canter,,,,,2.0,2.0,Japan,Truck,Diesel
3262.0,Giza,Hawamdiya Traffic Unit,Mitsubishi,FE85CG6LBH2,,,,,1.0,1.0,Japan,Truck,Petrol
3263.0,Giza,Hawamdiya Traffic Unit,Haojiang,,,,,6.0,,6.0,China,,Electric
3264.0,Giza,Hawamdiya Traffic Unit,Gator,T-2,,,,,4.0,4.0,USA,SUV,Petrol
3265.0,Giza,Hawamdiya Traffic Unit,Gator,DASHING,,,,,2.0,2.0,USA,SUV,Petrol
3266.0,Giza,Hawamdiya Traffic Unit,Sonlink Rocket,,,5.0,,,,5.0,China,,Petrol
3267.0,Giza,Hawamdiya Traffic Unit,Shineray,x30,,,,,5.0,5.0,China,Van,Petrol
3268.0,Giza,Hawamdiya Traffic Unit,Haojiang,,,,,5.0,,5.0,China,,Electric
3269.0,Giza,Hawamdiya Traffic Unit,Kia,Sportage,,,,,2.0,2.0,South Korea,SUV,Petrol
3270.0,Giza,Hawamdiya Traffic Unit,Kia,Cerato,2.0,,,,,2.0,South Korea,Sedan,Petrol
3271.0,Giza,Hawamdiya Traffic Unit,Kia,Sorrento,,,1.0,,,1.0,South Korea,SUV,Petrol
3272.0,Giza,Hawamdiya Traffic Unit,MAN,19441,5.0,,,,,5.0,Germany,Truck,Electric
3273.0,Giza,Hawamdiya Traffic Unit,Abaza,,,,,1.0,2.0,3.0,Egypt,,Petrol
3274.0,Giza,Hawamdiya Traffic Unit,Abaza,Silo,,,,,1.0,1.0,Egypt,Truck,Petrol
3275.0,Giza,Hawamdiya Traffic Unit,Zemex,GDQ6501/A2,,,,,4.0,4.0,China,Bus,Petrol
3276.0,Giza,Hawamdiya Traffic Unit,SYM,Scooter,,,,,1.0,1.0,Taiwan,Motorcycle,Electric
3277.0,Giza,Hawamdiya Traffic Unit,SYM,SYM 200,,,,,1.0,1.0,Taiwan,Motorcycle,Petrol
3278.0,Giza,Hawamdiya Traffic Unit,SYM,HAM 200,,,,,1.0,1.0,Taiwan,Motorcycle,Petrol
3279.0,Giza,Hawamdiya Traffic Unit,SYM,JET14,,,,1.0,,1.0,Taiwan,Motorcycle,Petrol
3280.0,Giza,Hawamdiya Traffic Unit,Foton,BJ6489B1PWA,,,,,2.0,2.0,China,Van,Diesel
3281.0,Giza,Hawamdiya Traffic Unit,Foton,VIEWCS2,,,,,1.0,1.0,China,Van,Diesel
3282.0,Giza,Hawamdiya Traffic Unit,Foton,FOTON,,,,,1.0,1.0,China,Truck,Electric
3283.0,Giza,Hawamdiya Traffic Unit,BAIC,U5 PLUS,,,,,3.0,3.0,China,Sedan,Petrol
3284.0,Giza,Hawamdiya Traffic Unit,KYC,V3,,,,,3.0,3.0,China,Pickup,Petrol
3285.0,Giza,Hawamdiya Traffic Unit,MAN,TGE3-140,3.0,,,,,3.0,Germany,Van,Petrol
3286.0,Giza,Hawamdiya Traffic Unit,CMG,CNG200,,,,3.0,,3.0,China,Motorcycle,Petrol
3287.0,Giza,Hawamdiya Traffic Unit,Škoda,Kodiak,,,,,2.0,2.0,Czech Republic,SUV,Petrol
3288.0,Giza,Hawamdiya Traffic Unit,Škoda,Octavia,,,,,1.0,1.0,Czech Republic,Sedan,Electric
3289.0,Giza,Hawamdiya Traffic Unit,BYD,Destroyer 05,,,,2.0,,2.0,China,Sedan,Electric
3290.0,Giza,Hawamdiya Traffic Unit,Mercedes-Benz,MCV 600,,,,,1.0,1.0,Germany,Bus,Petrol
3291.0,Giza,Hawamdiya Traffic Unit,Mercedes-Benz,glc300,,,,,1.0,1.0,Germany,SUV,Petrol
3292.0,Giza,Hawamdiya Traffic Unit,JAC,js2,,,,,2.0,2.0,China,SUV,Electric
3293.0,Giza,Hawamdiya Traffic Unit,Changan,CS55 PLUS,,,,,2.0,2.0,China,SUV,Petrol
3294.0,Giza,Hawamdiya Traffic Unit,DFSK,E5 PLUS,,,,,1.0,1.0,China,SUV,Electric
3295.0,Giza,Hawamdiya Traffic Unit,DFSK,E5,,,,,1.0,1.0,China,SUV,Electric
3296.0,Giza,Hawamdiya Traffic Unit,SouEast,S09,,,,,1.0,1.0,China,SUV,Petrol
3297.0,Giza,Hawamdiya Traffic Unit,SouEast,S07,,,,,1.0,1.0,China,SUV,Petrol
3298.0,Giza,Hawamdiya Traffic Unit,MG,G50 plus,,,,,1.0,1.0,China,Minivan,Petrol
3299.0,Giza,Hawamdiya Traffic Unit,MG,HS,,,,,1.0,1.0,China,SUV,Petrol
3300.0,Giza,Hawamdiya Traffic Unit,JMC,JX1044TC2,,,,,1.0,1.0,China,Truck,Petrol
3301.0,Giza,Hawamdiya Traffic Unit,JMC,150p,,,,,1.0,1.0,China,Truck,Petrol
3303.0,Giza,Hawamdiya Traffic Unit,Demix Star,Star,,,,,1.0,1.0,China,Motorcycle,Petrol
3304.0,Giza,Hawamdiya Traffic Unit,Dongfeng,8,,,,1.0,,1.0,China,Sedan,Electric
3305.0,Giza,Hawamdiya Traffic Unit,Jenhoo,EV48,,,1.0,,,1.0,China,Motorcycle,Electric
3306.0,Giza,Hawamdiya Traffic Unit,Renault,Taliant,,,,,1.0,1.0,France,Sedan,Petrol
3307.0,Giza,Hawamdiya Traffic Unit,International,,,,,,1.0,1.0,USA,,Petrol
3308.0,Giza,Hawamdiya Traffic Unit,Isuzu,D-MAX,,,,1.0,,1.0,Japan,Pickup,Diesel
3309.0,Giza,Hawamdiya Traffic Unit,Aito,M8,,,,1.0,,1.0,China,SUV,Electric
3310.0,Giza,Hawamdiya Traffic Unit,Geely,Coolray,,,,,1.0,1.0,China,SUV,Petrol
3311.0,Giza,Hawamdiya Traffic Unit,GMC,HAWA,,,1.0,,,1.0,USA,Motorcycle,Petrol
3312.0,Giza,Hawamdiya Traffic Unit,SEAT,Leon,,,,,1.0,1.0,Spain,Hatchback,Petrol
3313.0,Giza,Hawamdiya Traffic Unit,Senke,,,,,,1.0,1.0,China,,Petrol
3314.0,Giza,Hawamdiya Traffic Unit,Zemex,,,,,,1.0,1.0,China,,Electric
3315.0,Giza,Hawamdiya Traffic Unit,QJMotor,FORT250,,,,1.0,,1.0,China,Motorcycle,Petrol
3316.0,Giza,Hawamdiya Traffic Unit,PMN,PULLMAN,,,,1.0,,1.0,China,Bus,Petrol
3317.0,Giza,Hawamdiya Traffic Unit,Volkswagen,Tiguan,,,,,1.0,1.0,Germany,SUV,Petrol
3318.0,Giza,Hawamdiya Traffic Unit,Sonlink Rocket,,,1.0,,,,1.0,China,,Petrol
3319.0,Giza,Hawamdiya Traffic Unit,JMMC,D77,,,,,1.0,1.0,China,Truck,Petrol
3320.0,Giza,Hawamdiya Traffic Unit,Jieda,,1.0,,,,,1.0,China,,Petrol
3321.0,Giza,Hawamdiya Traffic Unit,Volvo,xc90,,,,,1.0,1.0,Sweden,SUV,Diesel
3322.0,Giza,Hawamdiya Traffic Unit,GMC,Acadia,,,,1.0,,1.0,USA,SUV,Petrol
3323.0,Giza,Al-Ahram Gardens passing unit,Haojiang,,,2.0,,16.0,134.0,152.0,China,,Electric
3324.0,Giza,Al-Ahram Gardens passing unit,VIGOREY,200,1.0,,,13.0,43.0,57.0,China,Motorcycle,Petrol
3325.0,Giza,Al-Ahram Gardens passing unit,VIGOREY,250,,,,19.0,17.0,36.0,China,Motorcycle,Petrol
3326.0,Giza,Al-Ahram Gardens passing unit,VIGOREY,150,1.0,,,10.0,23.0,34.0,China,Motorcycle,Petrol
3327.0,Giza,Al-Ahram Gardens passing unit,VIGOREY,300,,,,,1.0,1.0,China,Motorcycle,Petrol
3328.0,Giza,Al-Ahram Gardens passing unit,Nissan,Sunny,,,,,76.0,76.0,Japan,Sedan,Petrol
3329.0,Giza,Al-Ahram Gardens passing unit,Nissan,Centra,,,,,13.0,13.0,Japan,Sedan,Petrol
3330.0,Giza,Al-Ahram Gardens passing unit,Nissan,juke. juke,,,,,2.0,2.0,Japan,SUV,Electric
3331.0,Giza,Al-Ahram Gardens passing unit,Chery,Arrizo 5,,,,,17.0,17.0,China,Sedan,Petrol
3332.0,Giza,Al-Ahram Gardens passing unit,Chery,Tiggo 4 Pro,,,,,14.0,14.0,China,SUV,Petrol
3333.0,Giza,Al-Ahram Gardens passing unit,Chery,Tejo7,,,,,10.0,10.0,China,SUV,Petrol
3334.0,Giza,Al-Ahram Gardens passing unit,Chery,Tiggo 7 pro max,,,,,4.0,4.0,China,SUV,Petrol
3335.0,Giza,Al-Ahram Gardens passing unit,Chery,Tego 8,,,,,4.0,4.0,China,SUV,Petrol
3336.0,Giza,Al-Ahram Gardens passing unit,Chery,Tiggo 8 Pro Max,,,,,2.0,2.0,China,SUV,Petrol
3337.0,Giza,Al-Ahram Gardens passing unit,Chery,Tiggo 8 Pro,,2.0,,,,2.0,China,SUV,Petrol
3338.0,Giza,Al-Ahram Gardens passing unit,Chery,Tigo 4,,,,,1.0,1.0,China,SUV,Petrol
3339.0,Giza,Al-Ahram Gardens passing unit,Chery,Tiggo7 Pro,,,1.0,,,1.0,China,SUV,Petrol
3340.0,Giza,Al-Ahram Gardens passing unit,Bajaj,Boxer 150,1.0,,,5.0,36.0,42.0,India,Motorcycle,Electric
3341.0,Giza,Al-Ahram Gardens passing unit,Bajaj,150,,,,1.0,3.0,4.0,India,Motorcycle,Electric
3342.0,Giza,Al-Ahram Gardens passing unit,Bajaj,180,,,,,4.0,4.0,India,Motorcycle,Petrol
3343.0,Giza,Al-Ahram Gardens passing unit,Bajaj,pulsar,,,,,1.0,1.0,India,Motorcycle,Electric
3344.0,Giza,Al-Ahram Gardens passing unit,Bajaj,cc180,,,,,1.0,1.0,India,Motorcycle,Electric
3345.0,Giza,Al-Ahram Gardens passing unit,Dayun,150,,,,11.0,30.0,41.0,China,Motorcycle,Electric
3346.0,Giza,Al-Ahram Gardens passing unit,Dayun,200,,,1.0,1.0,5.0,7.0,China,Motorcycle,Petrol
3347.0,Giza,Al-Ahram Gardens passing unit,Dayun,DY150,,,1.0,,2.0,3.0,China,Motorcycle,Electric
3348.0,Giza,Al-Ahram Gardens passing unit,TVS,STAR HLX 150,,,,4.0,29.0,33.0,India,Motorcycle,Petrol
3349.0,Giza,Al-Ahram Gardens passing unit,TVS,apache RTR,,,,5.0,3.0,8.0,India,Motorcycle,Petrol
3350.0,Giza,Al-Ahram Gardens passing unit,TVS,Apache RTR 160,,,,,6.0,6.0,India,Motorcycle,Petrol
3351.0,Giza,Al-Ahram Gardens passing unit,TVS,King 200,,,,2.0,,2.0,India,Motorcycle,Petrol
3352.0,Giza,Al-Ahram Gardens passing unit,Hyundai,Elantra,,,,1.0,12.0,13.0,South Korea,Sedan,Petrol
3353.0,Giza,Al-Ahram Gardens passing unit,Hyundai,Elantra AD,,,,,10.0,10.0,South Korea,Sedan,Petrol
3354.0,Giza,Al-Ahram Gardens passing unit,Hyundai,Tucson,1.0,,1.0,4.0,1.0,7.0,South Korea,SUV,Petrol
3355.0,Giza,Al-Ahram Gardens passing unit,Hyundai,Tucson NX4,,,,,6.0,6.0,South Korea,SUV,Petrol
3356.0,Giza,Al-Ahram Gardens passing unit,Hyundai,Accent,,,,,5.0,5.0,South Korea,Sedan,Petrol
3357.0,Giza,Al-Ahram Gardens passing unit,Hyundai,Accent RB,,,,,3.0,3.0,South Korea,Sedan,Electric
3358.0,Giza,Al-Ahram Gardens passing unit,Hyundai,I 30,,,,,2.0,2.0,South Korea,Hatchback,Petrol
3359.0,Giza,Al-Ahram Gardens passing unit,Hyundai,Elantra HD,,,,,1.0,1.0,South Korea,Sedan,Petrol
3360.0,Giza,Al-Ahram Gardens passing unit,MG,5,,,,,13.0,13.0,China,Sedan,Electric
3361.0,Giza,Al-Ahram Gardens passing unit,MG,ZS,,,,1.0,8.0,9.0,China,SUV,Petrol
3362.0,Giza,Al-Ahram Gardens passing unit,MG,GT,,,,,7.0,7.0,China,Sedan,Petrol
3363.0,Giza,Al-Ahram Gardens passing unit,MG,7,,,,,3.0,3.0,China,Sedan,Petrol
3364.0,Giza,Al-Ahram Gardens passing unit,MG,HS,,,,,3.0,3.0,China,SUV,Petrol
3365.0,Giza,Al-Ahram Gardens passing unit,MG,one,,,,,2.0,2.0,China,SUV,Petrol
3366.0,Giza,Al-Ahram Gardens passing unit,MG,RX5,,1.0,,1.0,,2.0,China,SUV,Petrol
3367.0,Giza,Al-Ahram Gardens passing unit,TVS Star,,,,,,39.0,39.0,India,,Petrol
3368.0,Giza,Al-Ahram Gardens passing unit,Gator,DASHING,,,,,9.0,9.0,USA,SUV,Petrol
3369.0,Giza,Al-Ahram Gardens passing unit,Gator,T-2,,,,,6.0,6.0,USA,SUV,Petrol
3370.0,Giza,Al-Ahram Gardens passing unit,Gator,T1,,,,,6.0,6.0,USA,SUV,Petrol
3371.0,Giza,Al-Ahram Gardens passing unit,Gator,x70 plus,,,,,5.0,5.0,USA,SUV,Petrol
3372.0,Giza,Al-Ahram Gardens passing unit,Gator,X90 PLUS,,,,,3.0,3.0,USA,SUV,Petrol
3373.0,Giza,Al-Ahram Gardens passing unit,Gator,T2,,,,,3.0,3.0,USA,SUV,Petrol
3374.0,Giza,Al-Ahram Gardens passing unit,Gator,X70 FL,,,,,3.0,3.0,USA,SUV,Petrol
3375.0,Giza,Al-Ahram Gardens passing unit,Gator,x70,,,,,2.0,2.0,USA,SUV,Petrol
3376.0,Giza,Al-Ahram Gardens passing unit,Gator,Dashing,,1.0,,,1.0,2.0,USA,SUV,Petrol
3377.0,Giza,Al-Ahram Gardens passing unit,Bajaj,With secret 180,,,,4.0,16.0,20.0,India,Motorcycle,Petrol
3378.0,Giza,Al-Ahram Gardens passing unit,Bajaj,Boxer,2.0,,,1.0,5.0,8.0,India,Motorcycle,Electric
3379.0,Giza,Al-Ahram Gardens passing unit,Bajaj,With secret 150,,,,3.0,1.0,4.0,India,Motorcycle,Petrol
3380.0,Giza,Al-Ahram Gardens passing unit,Bajaj,150,,,,1.0,3.0,4.0,India,Motorcycle,Electric
3381.0,Giza,Al-Ahram Gardens passing unit,Bajaj,Pulser C180,,,,,2.0,2.0,India,Motorcycle,Electric
3382.0,Giza,Al-Ahram Gardens passing unit,Chevrolet,Optra,,,,,35.0,35.0,USA,Sedan,Petrol
3383.0,Giza,Al-Ahram Gardens passing unit,Chevrolet,Captiva,,,,,1.0,1.0,USA,SUV,Petrol
3384.0,Giza,Al-Ahram Gardens passing unit,Chevrolet,Optra LT,,,,,1.0,1.0,USA,Sedan,Petrol
3385.0,Giza,Al-Ahram Gardens passing unit,SouEast,S05,,,,,11.0,11.0,China,SUV,Petrol
3386.0,Giza,Al-Ahram Gardens passing unit,SouEast,S07,,,,,9.0,9.0,China,SUV,Petrol
3387.0,Giza,Al-Ahram Gardens passing unit,SouEast,S06,,,,,3.0,3.0,China,SUV,Petrol
3388.0,Giza,Al-Ahram Gardens passing unit,SouEast,S06DM,,,,,2.0,2.0,China,SUV,Petrol
3389.0,Giza,Al-Ahram Gardens passing unit,SouEast,S09,,,,,2.0,2.0,China,SUV,Petrol
3390.0,Giza,Al-Ahram Gardens passing unit,Keeway,,,,,20.0,6.0,26.0,China,,Petrol
3391.0,Giza,Al-Ahram Gardens passing unit,Keeway,200,,,,1.0,,1.0,China,Motorcycle,Petrol
3392.0,Giza,Al-Ahram Gardens passing unit,Kia,Sportage,,1.0,,,15.0,16.0,South Korea,SUV,Petrol
3393.0,Giza,Al-Ahram Gardens passing unit,Kia,Seltos,,,,,3.0,3.0,South Korea,SUV,Petrol
3394.0,Giza,Al-Ahram Gardens passing unit,Kia,k3,,,1.0,,,1.0,South Korea,Sedan,Electric
3395.0,Giza,Al-Ahram Gardens passing unit,Kia,Carens,,,1.0,,,1.0,South Korea,Minivan,Petrol
3396.0,Giza,Al-Ahram Gardens passing unit,Kia,Carnival,,,1.0,,,1.0,South Korea,Minivan,Diesel
3397.0,Giza,Al-Ahram Gardens passing unit,Renault,Taliant,,,,,14.0,14.0,France,Sedan,Petrol
3398.0,Giza,Al-Ahram Gardens passing unit,Renault,kardian,,,,,3.0,3.0,France,SUV,Petrol
3399.0,Giza,Al-Ahram Gardens passing unit,Renault,Duster,,,,,1.0,1.0,France,SUV,Petrol
3400.0,Giza,Al-Ahram Gardens passing unit,Renault,AUSTRAL,,,,,1.0,1.0,France,SUV,Petrol
3401.0,Giza,Al-Ahram Gardens passing unit,PNE,,,,1.0,7.0,8.0,16.0,China,,Petrol
3402.0,Giza,Al-Ahram Gardens passing unit,Changan,CS55 PLUS,,,,1.0,11.0,12.0,China,SUV,Petrol
3403.0,Giza,Al-Ahram Gardens passing unit,Changan,Eado,,,,,2.0,2.0,China,Sedan,Petrol
3404.0,Giza,Al-Ahram Gardens passing unit,Changan,UNI-T,,,,1.0,,1.0,China,SUV,Electric
3405.0,Giza,Al-Ahram Gardens passing unit,Peugeot,3008,,,,,6.0,6.0,France,SUV,Petrol
3406.0,Giza,Al-Ahram Gardens passing unit,Peugeot,5008,,,,,4.0,4.0,France,SUV,Diesel
3407.0,Giza,Al-Ahram Gardens passing unit,Peugeot,408,,,,,4.0,4.0,France,Sedan,Petrol
3408.0,Giza,Al-Ahram Gardens passing unit,Peugeot,2008,,,,,1.0,1.0,France,SUV,Petrol
3409.0,Giza,Al-Ahram Gardens passing unit,Toyota,Corolla,,,1.0,,11.0,12.0,Japan,Sedan,Petrol
3410.0,Giza,Al-Ahram Gardens passing unit,Toyota,Urban Cruiser,,,,,2.0,2.0,Japan,SUV,Petrol
3411.0,Giza,Al-Ahram Gardens passing unit,Toyota,Belta,1.0,,,,,1.0,Japan,Sedan,Petrol
3412.0,Giza,Al-Ahram Gardens passing unit,Volkswagen,Tiguan,,,,,9.0,9.0,Germany,SUV,Petrol
3413.0,Giza,Al-Ahram Gardens passing unit,Volkswagen,TAYRON,,,,,5.0,5.0,Germany,SUV,Diesel
3414.0,Giza,Al-Ahram Gardens passing unit,Volkswagen,troc,,,,,1.0,1.0,Germany,SUV,Diesel
3415.0,Giza,Al-Ahram Gardens passing unit,CMG,CMG,,,,12.0,2.0,14.0,China,Motorcycle,Electric
3416.0,Giza,Al-Ahram Gardens passing unit,Mercedes-Benz,glc300,1.0,,,2.0,2.0,5.0,Germany,SUV,Petrol
3417.0,Giza,Al-Ahram Gardens passing unit,Mercedes-Benz,C-180,,,1.0,1.0,,2.0,Germany,Sedan,Electric
3418.0,Giza,Al-Ahram Gardens passing unit,Mercedes-Benz,GLC200,,,,1.0,,1.0,Germany,SUV,Petrol
3419.0,Giza,Al-Ahram Gardens passing unit,Mercedes-Benz,CLA200,,,1.0,,,1.0,Germany,Sedan,Petrol
3420.0,Giza,Al-Ahram Gardens passing unit,Mercedes-Benz,C200,,,,1.0,,1.0,Germany,Sedan,Petrol
3421.0,Giza,Al-Ahram Gardens passing unit,Mercedes-Benz,GLE450,,,,1.0,,1.0,Germany,SUV,Petrol
3422.0,Giza,Al-Ahram Gardens passing unit,Mercedes-Benz,GLA200,,,,,1.0,1.0,Germany,SUV,Petrol
3423.0,Giza,Al-Ahram Gardens passing unit,Mercedes-Benz,GL450,,,,1.0,,1.0,Germany,SUV,Petrol
3424.0,Giza,Al-Ahram Gardens passing unit,Škoda,Octavia,,,,,7.0,7.0,Czech Republic,Sedan,Electric
3425.0,Giza,Al-Ahram Gardens passing unit,Škoda,Kodiak,,,,1.0,2.0,3.0,Czech Republic,SUV,Petrol
3426.0,Giza,Al-Ahram Gardens passing unit,Škoda,Karok,,,,,2.0,2.0,Czech Republic,SUV,Petrol
3427.0,Giza,Al-Ahram Gardens passing unit,Geely,coolray,,,,,4.0,4.0,China,SUV,Petrol
3428.0,Giza,Al-Ahram Gardens passing unit,Geely,M Grand,,,,,3.0,3.0,China,Sedan,Petrol
3429.0,Giza,Al-Ahram Gardens passing unit,Geely,Emgrand,,,,,3.0,3.0,China,Sedan,Petrol
3430.0,Giza,Al-Ahram Gardens passing unit,Geely,Cityray,,,,,1.0,1.0,China,SUV,Petrol
3431.0,Giza,Al-Ahram Gardens passing unit,Ankai,200,7.0,,,,,7.0,China,Bus,Petrol
3432.0,Giza,Al-Ahram Gardens passing unit,Ankai,150,3.0,,,,,3.0,China,Bus,Petrol
3433.0,Giza,Al-Ahram Gardens passing unit,Benelli,BENELLI,,,,8.0,1.0,9.0,China,Motorcycle,Electric
3434.0,Giza,Al-Ahram Gardens passing unit,Benelli,150,,,,1.0,,1.0,China,Motorcycle,Petrol
3435.0,Giza,Al-Ahram Gardens passing unit,SYM,Scooter,,,,2.0,2.0,4.0,Taiwan,Motorcycle,Electric
3436.0,Giza,Al-Ahram Gardens passing unit,SYM,SYM 200,,,,2.0,2.0,4.0,Taiwan,Motorcycle,Petrol
3437.0,Giza,Al-Ahram Gardens passing unit,SYM,orbit II,,,,,1.0,1.0,Taiwan,Motorcycle,Petrol
3438.0,Giza,Al-Ahram Gardens passing unit,KGM,TORRES,,,,,6.0,6.0,South Korea,SUV,Petrol
3439.0,Giza,Al-Ahram Gardens passing unit,KGM,ACTYON,,,,,3.0,3.0,South Korea,SUV,Petrol
3440.0,Giza,Al-Ahram Gardens passing unit,JAC,js2,,,,,8.0,8.0,China,SUV,Electric
3441.0,Giza,Al-Ahram Gardens passing unit,Proton,Saga,,,,2.0,5.0,7.0,Malaysia,Sedan,Petrol
3442.0,Giza,Al-Ahram Gardens passing unit,BYD,Leopard 3,,,,1.0,,1.0,China,SUV,Electric
3443.0,Giza,Al-Ahram Gardens passing unit,BYD,SEA LION 06,,,,1.0,,1.0,China,SUV,Electric
3444.0,Giza,Al-Ahram Gardens passing unit,BYD,Yuan up,,,,1.0,,1.0,China,SUV,Electric
3445.0,Giza,Al-Ahram Gardens passing unit,BYD,SEAGULL,,,,1.0,,1.0,China,Hatchback,Electric
3446.0,Giza,Al-Ahram Gardens passing unit,BYD,Titanium 3,,,,1.0,,1.0,China,Sedan,Electric
3447.0,Giza,Al-Ahram Gardens passing unit,BYD,song plus,,,,1.0,,1.0,China,SUV,Plug-in Hybrid
3448.0,Giza,Al-Ahram Gardens passing unit,BYD,TANG L,,,,1.0,,1.0,China,SUV,Electric
3449.0,Giza,Al-Ahram Gardens passing unit,Haojiang,,,,,3.0,4.0,7.0,China,,Electric
3450.0,Giza,Al-Ahram Gardens passing unit,Haojiang,HJ150-11A,,,,,7.0,7.0,China,Motorcycle,Petrol
3451.0,Giza,Al-Ahram Gardens passing unit,Citroën,C5,,,,,5.0,5.0,France,Sedan,Electric
3452.0,Giza,Al-Ahram Gardens passing unit,Citroën,C4,,,,,1.0,1.0,France,Hatchback,Petrol
3453.0,Giza,Al-Ahram Gardens passing unit,Citroën,C4X,,,,,1.0,1.0,France,Sedan,Petrol
3454.0,Giza,Al-Ahram Gardens passing unit,MG,G50 plus,,,,,6.0,6.0,China,Minivan,Petrol
3455.0,Giza,Al-Ahram Gardens passing unit,Mitsubishi,XPANDER,,,,,2.0,2.0,Japan,Minivan,Petrol
3456.0,Giza,Al-Ahram Gardens passing unit,Mitsubishi,Lancer,,,,1.0,,1.0,Japan,Sedan,Petrol
3457.0,Giza,Al-Ahram Gardens passing unit,Mitsubishi,Eclipse Cross,,,,1.0,,1.0,Japan,SUV,Petrol
3458.0,Giza,Al-Ahram Gardens passing unit,Mitsubishi,Eclipse,,,,1.0,,1.0,Japan,Coupe,Petrol
3459.0,Giza,Al-Ahram Gardens passing unit,Mitsubishi,Outlander,,,,,1.0,1.0,Japan,SUV,Petrol
